Brand,Category,Product,Size,Cost,Likes,Perfume_size,No_of_reviews,Rating
"too-faced
",Makeup,Natural Nudes Lipstick,SIZE 0.12 oz/ 3.6 g•ITEM 2064293,$22.00 ,30K loves,COLOR: Strip Search - soft warm pink,81 reviews,4.2
"too-faced
",Makeup,Natural Face Palette,ITEM 2064467,$44.00 ,10K loves,NA,65 reviews,4.5
"too-faced
",Makeup,Sweet Peach Eyeshadow Palette,SIZE 18 x 0.03 oz/ 0.85 g•ITEM 1806553,$49.00 ,200K loves,NA,2624 reviews,4.5
"too-faced
",Makeup,Natural Matte Eyeshadow Palette,ITEM 2064475,$38.00 ,10K loves,NA,e,f
"too-faced
",Makeup,Chocolate Gold Eyeshadow Palette,ITEM 2016699,$49.00 ,40K loves,NA,755 reviews,4.8
"too-faced
",Makeup,Shadow Insurance,SIZE 0.35 oz/ 10.4 mL•ITEM 1777671,$20.00 ,70K loves,NA,6044 reviews,4.6
"too-faced
",Makeup,Life's A Festival Eye Shadow Palette,ITEM 2029932,$42.00 ,10K loves,NA,233 reviews,4.6
"too-faced
",Makeup,Born This Way Naturally Radiant Concealer,SIZE 0.23 oz•ITEM 1833888,$28.00 ,60K loves,COLOR: Medium - medium w/ golden undertones,1022 reviews,3.6
"too-faced
",Makeup,Melted Latex Liquified High Shine Lipstick,SIZE 0.4 oz/ 11.83 mL•ITEM 1958669,$21.00 $10.00,60K loves,COLOR: Love You Long Time - Cool Pink,568 reviews,3.4
"too-faced
",Makeup,Diamond Light Multi-Use Highlighter,SIZE 0.42 oz/ 12 g•ITEM 2016707,$34.00 ,40K loves,COLOR: Diamond Fire - diamond blue/ diamond pink/ diamond yellow,277 reviews,4.2
"too-faced
",Makeup,Melted Matte Liquified Long Wear Matte Lipstick,SIZE 0.4 oz/ 11.8 mL•ITEM 1789403,$21.00 ,250K loves,COLOR: It's Happening! - matte bright magenta,2010 reviews,4.2
"too-faced
",Makeup,Primed & Poreless Skin Smoothing Face Primer,SIZE 1 oz/ 30 mL•ITEM 1147883,$30.00 ,60K loves,COLOR: Nude - turns colorless,2129 reviews,4.3
"too-faced
",Makeup,Hangover 3-in-1 Replenishing Primer & Setting Spray Mini,ITEM 2030088,$15.00 ,0 loves,SIZE: 1 oz/ 30 mL,11 reviews,4.3
"too-faced
",Makeup,The Chocolate Bar Eyeshadow Palette,ITEM 1578012,$49.00 ,220K loves,NA,2953 reviews,4.6
"too-faced
",Makeup,Lip Injection Extreme Mini,ITEM 1834183,$14.00 ,10K loves,SIZE: Mini Size - 0.05 oz/ 1.48 mL,1218 reviews,3.6
"too-faced
",Makeup,Sun Bunny Natural Bronzer,SIZE 0.28 oz/ 8 g•ITEM 2064228,$30.00 ,20K loves,COLOR: Sun Bunny - radiant duo-tone bronzer,874 reviews,4.5
"too-faced
",Makeup,Primed & Peachy Cooling Matte Perfecting Primer Mini – Peaches and Cream Collection,ITEM 2064962,$15.00 ,1721 loves,SIZE: 0.68 oz/ 20 mL,5 reviews,5
"too-faced
",Makeup,Kabuki Brush,ITEM 1578137,$34.00 ,30K loves,NA,372 reviews,4.8
"too-faced
",Makeup,Hangover Replenishing Face Primer Mini,ITEM 1894476,$15.00 ,10K loves,SIZE: 0.68 oz./ 20 mL,2482 reviews,4.2
"too-faced
",Makeup,Better Than Sex Waterproof Mascara Mini,SIZE Travel Size - 0.17 oz/ 5 mL•ITEM 1834167,$12.00 ,10K loves,COLOR: Black,207 reviews,3.7
"too-faced
",Makeup,La Crème Mystical Effects Lipstick – Life’s A Festival Collection,SIZE 0.11 oz•ITEM 2029973,$22.00 ,20K loves,"COLOR: Unicorn Tears - iridescent light blue, blossoms into cool shimmering pink",134 reviews,4.2
"too-faced
",Makeup,Cocoa Contour Chiseled to Perfection,ITEM 1672112,$42.00 ,80K loves,COLOR: Light to Medium,857 reviews,4.2
"too-faced
",Makeup,Boudoir Eyes Soft & Sexy Eyeshadow Palette,ITEM 1493907,$36.00 ,80K loves,NA,1008 reviews,4.4
"too-faced
",Makeup,Glitter POP! Peel-Off Eyeliner,SIZE .23 oz/ 6.5 g•ITEM 1994375,$20.00 ,30K loves,COLOR: Hey Mr. DJ - smoldering gold glitter,e,f
"too-faced
",Makeup,Teddy Bear Hair 5 Piece Brush Set,ITEM 1578129,$65.00 ,30K loves,NA,230 reviews,4.6
"too-faced
",Makeup,Rainbow Strobe Highlighter – Life’s A Festival Collection,ITEM 2029957,$30.00 ,7158 loves,NA,47 reviews,3.6
"too-faced
",Makeup,Lip Injection Glossy,SIZE 0.14 oz/ 4.14 mL•ITEM 1833961,$22.00 ,30K loves,COLOR: Angel Kisses - pale pink,364 reviews,3.9
"too-faced
",Makeup,Love Light Prismatic Highlighter,SIZE 0.32 oz/ 9.07 g•ITEM 1902014,$30.00 ,70K loves,COLOR: Ray Of Light - rose gold,594 reviews,3.6
"too-faced
",Makeup,Mr. Right - The Perfect Powder Brush,ITEM 1777705,$36.00 ,30K loves,NA,213 reviews,4.8
"too-faced
",Makeup,Sweethearts Perfect Flush Blush,SIZE 0.19 oz/ 5.5 g•ITEM 1494434,$30.00 ,70K loves,COLOR: Candy Glow - rose pink shimmer / soft coral pink / peachy pink shimmer,813 reviews,4.5
"too-faced
",Makeup,Shadow Insurance Glitter Glue Glitter Bonding Eye Shadow Primer,SIZE 0.35 oz/ 10.4 mL•ITEM 1777689,$20.00 ,40K loves,NA,537 reviews,4.7
"too-faced
",Makeup,Love Flush Long-Lasting 16-Hour Blush,SIZE 0.21 oz/ 6 g•ITEM 1711894,$26.00 ,90K loves,only a few left - COLOR: Love Hangover - perfect warm pink,585 reviews,4.6
"too-faced
",Makeup,Matte Chocolate Chip Eyeshadow Palette,ITEM 1994326,$26.00 ,10K loves,NA,87 reviews,4
"too-faced
",Makeup,Sweet Peach Creamy Peach Oil Lip Gloss,SIZE 0.14 oz/ 4 mL•ITEM 1894393,$19.00 ,50K loves,COLOR: Papa Don't Peach - spiced peach,571 reviews,4.1
"too-faced
",Makeup,Better Than False Lashes Extreme!,ITEM 1664853,$35.00 ,20K loves,COLOR:,416 reviews,3.4
"too-faced
",Makeup,Peach Mist Mattifying Setting Spray Mini – Peaches and Cream Collection,ITEM 2064970,$15.00 ,0 loves,SIZE: 1 oz/ 30 mL,3 reviews,3.7
"too-faced
",Makeup,Sketch Marker Liquid Art Eyeliner,SIZE 0.015 oz/ 0.42 g•ITEM 1844745,$20.00 ,20K loves,COLOR: Black,368 reviews,3.3
"too-faced
",Makeup,Mascara Melt Off Cleansing Oil,SIZE 0.23 oz•ITEM 1809201,$17.00 ,10K loves,NA,e,f
"too-faced
",Makeup,Magic Crystal Lip Topper – Life’s A Festival Collection,SIZE 0.10 oz•ITEM 2030013,$19.00 ,10K loves,COLOR: Unicorn Tears - shimmering light blue,38 reviews,4.4
"too-faced
",Tools & Brushes,Kabuki Brush,ITEM 1578137,$34.00 ,30K loves,NA,372 reviews,4.8
"too-faced
",Tools & Brushes,Teddy Bear Hair 5 Piece Brush Set,ITEM 1578129,$65.00 ,30K loves,NA,230 reviews,4.6
"too-faced
",Tools & Brushes,Mr. Right - The Perfect Powder Brush,ITEM 1777705,$36.00 ,30K loves,NA,213 reviews,4.8
"tory-burch
",Fragrance,Just Like Heaven,ITEM 2039212,$108.00 ,2695 loves,1.7 oz/ 50 mL Extrait De Parfum Spray,14 reviews,4.4
"tory-burch
",Fragrance,Tory Burch,ITEM 1574755,$96.00 ,10K loves,1.7 oz/ 50 mL Eau de Parfum Spray,389 reviews,4.2
"tory-burch
",Fragrance,Love Relentlessly,ITEM 1887546,$118.00 ,10K loves,3.4 oz/ 100 mL Eau de Parfum Spray,178 reviews,4
"tory-burch
",Fragrance,Tory Burch Deluxe Mini Duo,SIZE 2 x 0.24 oz/ 7 mL•ITEM 2002400,$22.00 ,10K loves,NA,17 reviews,4.8
"tory-burch
",Fragrance,Just Like Heaven Rollerball,ITEM 2039220,$30.00 ,0 loves,0.20 oz/ 6 mL Extrait De Parfum Rollerball,e,f
"tory-burch
",Fragrance,Tory Burch Bel Azur,ITEM 1957364,$126.00 ,3989 loves,3.4 oz/ 100 mL Eau de Parfum Spray,101 reviews,4.2
"tory-burch
",Fragrance,Tory Burch Mini Duo,ITEM 1744960,$20.00 ,10K loves,NA,89 reviews,4.5
"tory-burch
",Fragrance,Tory Burch Deluxe Mini Coffret,SIZE 3 x 0.24 oz/ 7 mL•ITEM 1980309,$40.00 ,1568 loves,NA,4 reviews,5
"tory-burch
",Fragrance,Tory Burch Absolu,ITEM 1756899,$106.00 ,2812 loves,1.7 oz/ 50 mL Eau de Parfum Spray,43 reviews,4.1
"tory-burch
",Fragrance,Tory Burch Jolie Fleur Bleue,ITEM 1780154,$96.00 ,1636 loves,1.7 oz/ 50 mL Eau de Parfum Spray,32 reviews,3.9
"tory-burch
",Fragrance,Jolie Fleur Mini Travel Spray Set,SIZE 3 x 0.17 oz•ITEM 1830124,$24.00 ,4391 loves,NA,23 reviews,3.8
"tory-burch
",Fragrance,Tory Burch Jolie Fleur Rose,ITEM 1780113,$96.00 ,2331 loves,1.7 oz/ 50 mL Eau de Parfum Spray,27 reviews,4
"tory-burch
",Fragrance,Love Relentlessly Gift Set,ITEM 1979822,"$92.00
($131.00 value)",348 loves,NA,3 reviews,5
"tory-burch
",Fragrance,Tory Burch Rollerball,ITEM 1585561,$30.00 ,8028 loves,0.20 oz/ 6 mL Eau de Parfum Rollerball,191 reviews,4.3
"tory-burch
",Fragrance,Tory Burch Bel Azur Rollerball,ITEM 1953173,$30.00 ,2060 loves,0.20 oz/ 6 mL Eau de Parfum Rollerball,19 reviews,4
"tory-burch
",Fragrance,Tory Burch Jolie Fleur Lavande,ITEM 1914902,$96.00 ,1330 loves,1.7 oz/ 50 mL Eau de Parfum Spray,27 reviews,4.4
"tory-burch
",Fragrance,Tory Burch Jolie Fleur Verte,ITEM 1780139,$96.00 ,2565 loves,1.7 oz/ 50 mL Eau de Parfum Spray,59 reviews,4
"tory-burch
",Fragrance,Love Relentlessly Rollerball,ITEM 1887579,$30.00 ,0 loves,0.20 oz/ 6 mL Eau de Parfum Rollerball,15 reviews,3.8
"tory-burch
",Fragrance,Love Relentlessly Gift Set,ITEM 2041200,"$122.00
($148.00 value)",274 loves,NA,e,f
"tory-burch
",Fragrance,Tory Burch Signature Gift Set,ITEM 2039238,"$130.00
($170.00 value)",81 loves,NA,e,f
"tory-burch
",Fragrance,Tory Burch Absolu Rollerball,ITEM 1876648,$30.00 ,0 loves,0.20 oz/ 6 mL Eau de Parfum Rollerball,e,f
"tory-burch
",Fragrance,Love Relentlessly Body Lotion,SIZE 6.7 oz/ 200 mL•ITEM 1914878,$45.00 ,270 loves,NA,1 review,5
"tory-burch
",Fragrance,Tory Burch Shower Gel,SIZE 8.5 oz/ 250 mL•ITEM 1574797,$52.00 ,851 loves,FORMULATION: Gel,7 reviews,4.4
"tory-burch
",Fragrance,Tory Burch Bel Azur Body Lotion,SIZE 6.7 oz/ 200 mL•ITEM 1980283,$50.00 ,104 loves,NA,2 reviews,5
"tory-burch
",Fragrance,Tory Burch Jolie Fleur Bleue Rollerball,ITEM 1780170,$30.00 ,1030 loves,0.20 oz/ 6 mL Eau de Parfum Rollerball,15 reviews,4.3
"tory-burch
",Fragrance,Tory Burch Body Cream,SIZE 6.5 oz/ 184 g•ITEM 1574771,$82.00 ,1839 loves,FORMULATION: Body Cream,13 reviews,4.9
"tory-burch
",Fragrance,Tory Burch Jolie Fleur Rose Rollerball,ITEM 1780238,$30.00 ,1400 loves,0.20 oz/ 6 mL Eau de Parfum Rollerball,16 reviews,4.1
"tory-burch
",Fragrance,Tory Burch Jolie Fleur Lavande Rollerball,ITEM 1914910,$30.00 ,847 loves,0.20 oz/ 6 mL Eau de Parfum Rollerball,10 reviews,3.7
"tory-burch
",Fragrance,Love Relentlessly Gift Set,ITEM 1914936,"$95.00
($129.00 value)",452 loves,NA,1 review,5
"tory-burch
",Fragrance,Love Relentlessly Bath & Shower Gel,SIZE 6.7 oz/ 200 mL•ITEM 1914886,$40.00 ,104 loves,NA,e,f
"tory-burch
",Fragrance,Tory Burch Bel Azur Shower Gel,SIZE 6.7 oz/ 200 mL•ITEM 1980291,$50.00 ,44 loves,NA,e,f
"tory-burch
",Bath & Body,Tory Burch Shower Gel,SIZE 8.5 oz/ 250 mL•ITEM 1574797,$52.00 ,851 loves,FORMULATION: Gel,7 reviews,4.4
"tory-burch
",Bath & Body,Tory Burch Body Cream,SIZE 6.5 oz/ 184 g•ITEM 1574771,$82.00 ,1839 loves,FORMULATION: Body Cream,13 reviews,4.9
