Brand,Category,Product,Size,Cost,Likes,Perfume_size,No_of_reviews,Rating
"jo-malone-london
",Bath & Body,Blackberry & Bay Travel Candle,ITEM 1947100,$35.00 ,799 loves,SIZE: 2.1 oz/ 60 g,1 review,5
"jo-malone-london
",Bath & Body,Blackberry & Bay Body & Hand Lotion,ITEM 1946920,$55.00 ,723 loves,SIZE: 8.5 oz/ 250 mL,4 reviews,4.5
"jo-malone-london
",Bath & Body,Geranium & Walnut Hand Cream,SIZE 1.7 oz/ 50 mL•ITEM 1947019,$30.00 ,942 loves,NA,4 reviews,4
"jo-malone-london
",Bath & Body,Basil & Neroli Body & Hand Wash,SIZE 8.5 oz/ 250 mL•ITEM 1947001,$40.00 ,283 loves,NA,1 review,5
"jo-malone-london
",Bath & Body,Pomegranate Noir Scent Surround™ Diffuser,SIZE 5.6 oz/ 165 mL•ITEM 1947159,$95.00 ,575 loves,NA,4 reviews,4.3
"jo-malone-london
",Bath & Body,Pomegranate Noir Body & Hand Lotion,SIZE 8.5 oz/ 250 mL•ITEM 1946938,$55.00 ,254 loves,NA,1 review,4
"jo-malone-london
",Bath & Body,Lime Basil & Mandarin Body Crème,SIZE 5.9 oz/ 175 mL•ITEM 1947993,$75.00 ,175 loves,NA,2 reviews,2.5
"jo-malone-london
",Bath & Body,Pomegranate Noir Body Crème,SIZE 5.9 oz/ 175 mL•ITEM 1949288,$75.00 ,189 loves,NA,e,f
"Kilian
",Men,Good Girl Gone Bad,ITEM 2056836,$275.00 ,2345 loves,1.7 oz/ 50 mL Eau de Parfum Spray - comes with couture clutch pictured,30 reviews,4
"Kilian
",Men,Good Girl Gone Bad Travel Spray Set,ITEM 2056844,$175.00 ,1148 loves,4 x 0.25 oz/ 7.5 mL Eau de Parfum Refillable Travel Sprays - comes with refillable travel spray,3 reviews,5
"Kilian
",Men,"Love, Don't be Shy",ITEM 2056935,$275.00 ,441 loves,1.7 oz/ 50 mL Eau de Parfum Spray - comes with lacquered coffret pictured,5 reviews,5
"Kilian
",Men,Voulez-Vous Coucher Avec Moi,ITEM 2056976,$295.00 ,504 loves,1.7 oz/ 50 mL Eau de Parfum Spray - comes with couture clutch pictured,3 reviews,3.7
"Kilian
",Men,Intoxicated,ITEM 2056950,$275.00 ,205 loves,1.7 oz/ 50 mL Eau de Parfum Spray - comes with couture clutch pictured,1 review,3
"Kilian
",Men,"Black Phantom - ""Memento Mori""",ITEM 2056877,$295.00 ,907 loves,1.7 oz/ 50 mL Eau de Parfum Spray - comes with lacquered coffret pictured,4 reviews,5
"Kilian
",Men,Vodka on the Rocks,ITEM 2056893,$295.00 ,190 loves,1.7 oz/ 50 mL Eau de Parfum Spray - comes with couture clutch pictured,1 review,5
"Kilian
",Men,"Straight To Heaven, White Cristal",ITEM 2056851,$275.00 ,348 loves,1.7 oz/ 50 mL Eau de Parfum Spray - comes with lacquered coffret pictured,3 reviews,5
"Kilian
",Men,Moonlight in Heaven,ITEM 2056919,$295.00 ,314 loves,1.7 oz/ 50 mL Eau de Parfum Spray - comes with couture clutch pictured,2 reviews,4
"Kilian
",Men,"Love, Don't be Shy Travel Spray Set",ITEM 2056943,$175.00 ,374 loves,only a few left - 4 x 0.25 oz/ 7.5 mL Eau de Parfum Refillable Travel Sprays - comes with refillable travel spray,e,f
"Kilian
",Men,"Straight To Heaven, White Cristal Travel Spray Set",ITEM 2056869,$175.00 ,193 loves,4 x 0.25 oz/ 7.5 mL Eau de Parfum Refillable Travel Sprays - comes with refillable travel spray,1 review,5
"Kilian
",Men,"Black Phantom - ""Memento Mori"" Travel Spray Set",ITEM 2056885,$195.00 ,228 loves,4 x 0.25 oz/ 7.5 mL Eau de Parfum Refillable Travel Sprays - comes with refillable travel spray,1 review,5
"Kilian
",Men,Vodka on the Rocks Travel Spray Set,ITEM 2056901,$195.00 ,118 loves,4 x 0.25 oz/ 7.5 mL Eau de Parfum Refillable Travel Sprays - comes with refillable travel spray,e,f
"Kilian
",Men,Moonlight in Heaven Travel Spray Set,ITEM 2056927,$195.00 ,200 loves,4 x 0.25 oz/ 7.5 mL Eau de Parfum Refillable Travel Sprays - comes with refillable travel spray,1 review,5
"Kilian
",Men,Intoxicated Travel Spray Set,ITEM 2056968,$175.00 ,195 loves,4 x 0.25 oz/ 7.5 mL Eau de Parfum Refillable Travel Sprays - comes with refillable travel spray,e,f
"Kilian
",Men,Voulez-Vous Coucher Avec Moi Travel Spray Set,ITEM 2056984,$195.00 ,173 loves,4 x 0.25 oz/ 7.5 mL Eau de Parfum Refillable Travel Sprays - comes with refillable travel spray,e,f
"Kilian
",Fragrance,Good Girl Gone Bad,ITEM 2056836,$275.00 ,2345 loves,1.7 oz/ 50 mL Eau de Parfum Spray - comes with couture clutch pictured,30 reviews,4
"Kilian
",Fragrance,Good Girl Gone Bad Travel Spray Set,ITEM 2056844,$175.00 ,1148 loves,4 x 0.25 oz/ 7.5 mL Eau de Parfum Refillable Travel Sprays - comes with refillable travel spray,3 reviews,5
"Kilian
",Fragrance,"Love, Don't be Shy",ITEM 2056935,$275.00 ,441 loves,1.7 oz/ 50 mL Eau de Parfum Spray - comes with lacquered coffret pictured,5 reviews,5
"Kilian
",Fragrance,Voulez-Vous Coucher Avec Moi,ITEM 2056976,$295.00 ,504 loves,1.7 oz/ 50 mL Eau de Parfum Spray - comes with couture clutch pictured,3 reviews,3.7
"Kilian
",Fragrance,Intoxicated,ITEM 2056950,$275.00 ,205 loves,1.7 oz/ 50 mL Eau de Parfum Spray - comes with couture clutch pictured,1 review,3
"Kilian
",Fragrance,"Black Phantom - ""Memento Mori""",ITEM 2056877,$295.00 ,907 loves,1.7 oz/ 50 mL Eau de Parfum Spray - comes with lacquered coffret pictured,4 reviews,5
"Kilian
",Fragrance,Vodka on the Rocks,ITEM 2056893,$295.00 ,190 loves,1.7 oz/ 50 mL Eau de Parfum Spray - comes with couture clutch pictured,1 review,5
"Kilian
",Fragrance,"Straight To Heaven, White Cristal",ITEM 2056851,$275.00 ,348 loves,1.7 oz/ 50 mL Eau de Parfum Spray - comes with lacquered coffret pictured,3 reviews,5
"Kilian
",Fragrance,Moonlight in Heaven,ITEM 2056919,$295.00 ,314 loves,1.7 oz/ 50 mL Eau de Parfum Spray - comes with couture clutch pictured,2 reviews,4
"Kilian
",Fragrance,"Love, Don't be Shy Travel Spray Set",ITEM 2056943,$175.00 ,374 loves,only a few left - 4 x 0.25 oz/ 7.5 mL Eau de Parfum Refillable Travel Sprays - comes with refillable travel spray,e,f
"Kilian
",Fragrance,"Straight To Heaven, White Cristal Travel Spray Set",ITEM 2056869,$175.00 ,193 loves,4 x 0.25 oz/ 7.5 mL Eau de Parfum Refillable Travel Sprays - comes with refillable travel spray,1 review,5
"Kilian
",Fragrance,"Black Phantom - ""Memento Mori"" Travel Spray Set",ITEM 2056885,$195.00 ,228 loves,4 x 0.25 oz/ 7.5 mL Eau de Parfum Refillable Travel Sprays - comes with refillable travel spray,1 review,5
"Kilian
",Fragrance,Vodka on the Rocks Travel Spray Set,ITEM 2056901,$195.00 ,118 loves,4 x 0.25 oz/ 7.5 mL Eau de Parfum Refillable Travel Sprays - comes with refillable travel spray,e,f
"Kilian
",Fragrance,Moonlight in Heaven Travel Spray Set,ITEM 2056927,$195.00 ,200 loves,4 x 0.25 oz/ 7.5 mL Eau de Parfum Refillable Travel Sprays - comes with refillable travel spray,1 review,5
"Kilian
",Fragrance,Intoxicated Travel Spray Set,ITEM 2056968,$175.00 ,195 loves,4 x 0.25 oz/ 7.5 mL Eau de Parfum Refillable Travel Sprays - comes with refillable travel spray,e,f
"Kilian
",Fragrance,Voulez-Vous Coucher Avec Moi Travel Spray Set,ITEM 2056984,$195.00 ,173 loves,4 x 0.25 oz/ 7.5 mL Eau de Parfum Refillable Travel Sprays - comes with refillable travel spray,e,f
"la-mer
",Skincare,Crème de la Mer,ITEM 1932201,$170.00 ,40K loves,SIZE: 1 oz/ 30 mL,305 reviews,4.2
"la-mer
",Skincare,The Moisturizing Soft Cream,ITEM 1932235,$170.00 ,10K loves,SIZE: 1 oz/ 30 mL,113 reviews,3.8
"la-mer
",Skincare,The Eye Concentrate,SIZE 0.5 oz/ 15 mL•ITEM 1932318,$205.00 ,10K loves,NA,64 reviews,3.8
"la-mer
",Skincare,The Concentrate,ITEM 1932292,$360.00 ,10K loves,SIZE: 1 oz/ 30 mL,36 reviews,4
"la-mer
",Skincare,The Treatment Lotion,ITEM 1932391,$145.00 ,9900 loves,SIZE: 5 oz/ 150 mL,43 reviews,4.6
"la-mer
",Skincare,The Moisturizing Cool Gel Cream,ITEM 2060960,$170.00 ,1962 loves,SIZE: 1 oz/ 30 mL,22 reviews,3.4
"la-mer
",Skincare,The Renewal Oil,ITEM 1932649,$245.00 ,5295 loves,SIZE: 1 oz/ 30 mL,22 reviews,4
"la-mer
",Skincare,The Cleansing Gel,SIZE 6.7 oz/ 200 mL•ITEM 1932359,$90.00 ,2619 loves,NA,22 reviews,4.2
"la-mer
",Skincare,The Lifting and Firming Mask,ITEM 1932409,$250.00 ,5052 loves,SIZE: 1.7 oz/ 50 mL,8 reviews,5
"la-mer
",Skincare,The Regenerating Serum,SIZE 1 oz/ 30 mL•ITEM 1932276,$335.00 ,5024 loves,NA,15 reviews,3.9
"la-mer
",Skincare,The Cleansing Foam,ITEM 1932367,$90.00 ,5076 loves,SIZE: 4.2 oz/ 125 mL,29 reviews,4.3
"la-mer
",Skincare,The Eye Balm Intense,SIZE 0.5 oz/ 15 mL•ITEM 1932326,$205.00 ,4791 loves,NA,22 reviews,4.1
"la-mer
",Skincare,Replenishing Oil Exfoliator,SIZE 3.4 oz/ 100 mL•ITEM 2082337,$125.00 ,393 loves,NA,2 reviews,5
"la-mer
",Skincare,The Broad Spectrum SPF 50 UV Protecting Fluid,SIZE 1.7 oz/ 50 mL•ITEM 1932441,$95.00 ,3936 loves,NA,18 reviews,4.7
"la-mer
",Skincare,The Revitalizing Hydrating Serum,SIZE 1 oz/ 30 mL•ITEM 1932284,$195.00 ,3347 loves,NA,10 reviews,4.3
"la-mer
",Skincare,The Brilliance Brightening Mask,ITEM 1932425,$250.00 ,4006 loves,NA,11 reviews,4.5
"la-mer
",Skincare,The Lip Balm,SIZE 0.32 oz/ 9 g•ITEM 1932342,$60.00 ,7234 loves,NA,65 reviews,4.3
"la-mer
",Skincare,The Lifting and Firming Mask Mini,ITEM 2048940,$75.00 ,0 loves,NONE: 0.5 oz/15 mL,e,f
"la-mer
",Skincare,The Renewal Oil Mini,ITEM 1932532,$130.00 ,0 loves,NONE: 0.5 oz/ 15 mL,2 reviews,3
"la-mer
",Skincare,The Perfecting Treatment,SIZE 1.7 oz/ 50 mL•ITEM 1993807,$245.00 ,1335 loves,NA,13 reviews,4.4
"la-mer
",Skincare,The Treatment Lotion Mini,ITEM 2048957,$95.00 ,0 loves,NONE: 3.4 oz/ 100 mL,e,f
"la-mer
",Skincare,The Intensive Revitalizing Mask,SIZE 2.5 oz/ 75 mL•ITEM 1932417,$170.00 ,2000 loves,NA,8 reviews,4.9
"la-mer
",Skincare,The Cleansing Foam Mini,ITEM 2048932,$25.00 ,0 loves,NONE: 1 oz/ 30 mL,e,f
"la-mer
",Skincare,The Moisturizing Matte Lotion,SIZE 1.7 oz/ 50 mL•ITEM 1982057,$260.00 ,2392 loves,NA,10 reviews,3.9
"la-mer
",Skincare,The Moisturizing Soft Lotion,SIZE 1.7 oz/ 50 mL•ITEM 1932268,$260.00 ,1721 loves,NA,8 reviews,3.5
"la-mer
",Skincare,The Tonic,SIZE 6.7 oz/ 200 mL•ITEM 1932383,$90.00 ,2122 loves,NA,11 reviews,3.7
"la-mer
",Skincare,The Cleansing Oil,SIZE 6.7 oz/ 200 mL•ITEM 2000099,$90.00 ,1211 loves,NA,7 reviews,4.6
"la-mer
",Skincare,The Cleansing Micellar Water,ITEM 1932375,$90.00 ,2434 loves,SIZE: 6.7 oz/ 200 mL,17 reviews,4.6
"la-mer
",Skincare,The Lifting Eye Serum,SIZE 0.5 oz/ 15 mL•ITEM 1932300,$245.00 ,3582 loves,NA,3 reviews,3.7
"la-mer
",Skincare,The Concentrate Mini,ITEM 1932466,$180.00 ,0 loves,NONE: 0.5 oz/ 15 mL,e,f
"la-mer
",Makeup,The Soft Fluid Long Wear Foundation SPF 20,SIZE 1 oz/ 30 mL•ITEM 1999895,$110.00 ,10K loves,COLOR: Natural 12 - Light Skin with Neutral Undertone,134 reviews,4
"la-mer
",Makeup,The Powder,SIZE 0.28 oz/ 8 g•ITEM 1993815,$95.00 ,8406 loves,NA,31 reviews,4.6
"la-mer
",Makeup,The Sheer Pressed Powder,SIZE 0.35 oz/ 8 g•ITEM 1998087,$95.00 ,5034 loves,COLOR: Medium,13 reviews,4.7
"la-mer
",Makeup,The Powder Brush,ITEM 2000107,$80.00 ,3683 loves,NA,14 reviews,4.9
"la-mer
",Makeup,The Reparative SkinTint SPF 30,SIZE 1.4 oz/ 40 mL•ITEM 1993849,$95.00 ,2019 loves,COLOR: Light/Medium,11 reviews,4
"la-mer
",Makeup,The Concealer,SIZE 0.14 oz/ 4.2 g•ITEM 2000149,$75.00 ,1254 loves,COLOR: Medium,9 reviews,3.6
"la-mer
",Makeup,The Foundation Brush,ITEM 2000115,$70.00 ,1362 loves,NA,7 reviews,4.7
"la-mer
",Bath & Body,The Body Crème,SIZE 6.7 oz/ 200 mL•ITEM 1932474,$195.00 ,736 loves,NA,4 reviews,3.5
"la-mer
",Bath & Body,The Reparative Body Lotion,SIZE 6.7 oz/ 200 mL•ITEM 1932433,$195.00 ,1035 loves,NA,12 reviews,4.2
"lab-series-for-men
",Men,Age Rescue Face Lotion,SIZE 1.7 oz/ 50 mL•ITEM 912675,$52.00 ,472 loves,NA,9 reviews,5
"lab-series-for-men
",Men,Multi-Action Face Wash,SIZE 3.4 oz/ 100 mL•ITEM 912782,$26.00 ,780 loves,NA,49 reviews,4.8
"lab-series-for-men
",Men,All-In-One Face Treatment,SIZE 1.7 oz/ 50 mL•ITEM 1824671,$32.00 ,135 loves,NA,2 reviews,4.5
"lab-series-for-men
",Men,Daily Moisture Defense Lotion SPF 15,SIZE 3.4 oz/ 100 mL•ITEM 912568,$52.00 ,449 loves,NA,34 reviews,4.4
"lab-series-for-men
",Men,Oil Control Daily Hydrator,SIZE 1.7 oz/ 50 mL•ITEM 1009778,$38.00 ,279 loves,NA,6 reviews,4.2
"lab-series-for-men
",Men,Oil Control Face Wash,SIZE 4.2 oz/ 125 mL•ITEM 1009745,$28.00 ,75 loves,NA,e,f
"lab-series-for-men
",Men,Invigorating Face Scrub,SIZE 3.4 oz/ 100 mL•ITEM 912816,$30.00 ,358 loves,NA,21 reviews,4.8
"lab-series-for-men
",Men,Age Rescue Eye Therapy,SIZE 0.5 oz/ 15 mL•ITEM 912584,$43.00 ,474 loves,NA,17 reviews,4.5
"lab-series-for-men
",Men,Future Rescue Repair Serum,SIZE 1.7 oz/ 50 mL•ITEM 1824739,$62.00 ,30 loves,NA,1 review,5
"lab-series-for-men
",Men,Cooling Shave Cream,SIZE 6.7 oz/ 200 mL•ITEM 2078251,$28.00 ,18 loves,NA,e,f
"lab-series-for-men
",Men,Age Rescue Water-Charged Gel Cream,SIZE 1.7 oz/ 50 mL•ITEM 1824689,$50.00 ,67 loves,NA,e,f
"lab-series-for-men
",Men,3-In-1 Post-Shave,SIZE 1.7 oz/ 50 mL•ITEM 937961,$36.00 ,261 loves,NA,18 reviews,4.8
"michael-kors
",Hair,Extreme Blue Hair And Body Wash,SIZE 5 oz/ 150 mL•ITEM 1739341,$32.00 ,229 loves,FORMULATION:,e,f
"michael-kors
",Men,Extreme Blue,ITEM 1733740,$50.00 ,511 loves,1.4 oz/ 41 mL Eau de Toilette Spray,7 reviews,5
"michael-kors
",Men,Extreme Blue After Shave Balm,SIZE 5 oz/ 150 mL•ITEM 1739358,$45.00 ,173 loves,NA,e,f
"michael-kors
",Men,Extreme Blue Hair And Body Wash,SIZE 5 oz/ 150 mL•ITEM 1739341,$32.00 ,229 loves,FORMULATION:,e,f
"michael-kors
",Skincare,Extreme Blue After Shave Balm,SIZE 5 oz/ 150 mL•ITEM 1739358,$45.00 ,173 loves,NA,e,f
"michael-kors
",Fragrance,Wonderlust,ITEM 1854777,$112.00 ,3192 loves,3.4 oz/ 100 mL Eau de Parfum Spray,30 reviews,4.3
"michael-kors
",Fragrance,Glam Jasmine,ITEM 1703651,$60.00 ,2934 loves,1 oz/ 30 mL Eau de Parfum Spray,21 reviews,4.7
"michael-kors
",Fragrance,Michael Kors Eau De Parfum,ITEM 472845,$112.00 ,9647 loves,3.4 oz Eau de Parfum Spray,501 reviews,4.7
"michael-kors
",Fragrance,Sexy Amber,ITEM 1703677,$105.00 ,3763 loves,3.4 oz/ 100 mL Eau de Parfum Spray,41 reviews,4.5
"michael-kors
",Fragrance,Michael Kors Gift Set,ITEM 2039253,"$117.00
($156.00 value)",91 loves,NA,1 review,2
"michael-kors
",Fragrance,Sexy Ruby,ITEM 1980242,$92.00 ,863 loves,1.7 oz/ 60 mL Eau de Parfum Spray,9 reviews,4.2
"michael-kors
",Fragrance,Sexy Ruby Gift Set,ITEM 2039246,"$117.00
($157.00 value)",119 loves,NA,1 review,5
"michael-kors
",Fragrance,Turquoise,ITEM 1854728,$112.00 ,598 loves,3.4 oz/ 100 mL Eau de Parfum spray,7 reviews,4.4
"michael-kors
",Fragrance,Michael Kors Eau de Parfum & Lip Gloss Rollerball Duo,ITEM 1113976,$30.00 ,1773 loves,only a few left - Rollerball,28 reviews,4.4
"michael-kors
",Fragrance,Sporty Citrus,ITEM 1703610,$82.00 ,364 loves,1.7 oz/ 50 mL Eau de Parfum Spray,7 reviews,3.9
"michael-kors
",Fragrance,Wonderlust Rollerball,ITEM 1871813,$30.00 ,1725 loves,0.34 oz/ 10 mL Eau de Parfum Rollerball,10 reviews,3.8
"michael-kors
",Fragrance,Wonderlust Gift Set,ITEM 1871649,"$96.00
($146.00 value)",1014 loves,NA,e,f
"michael-kors
",Fragrance,Sexy Amber Rollerball,ITEM 1703701,$30.00 ,2119 loves,0.34 oz/ 10 mL Rollerball,12 reviews,4.3
"michael-kors
",Fragrance,Sexy Ruby Rollerball,ITEM 1980267,$30.00 ,591 loves,0.34 oz/ 10 mL Eau de Parfum Rollerball,3 reviews,5
"michael-kors
",Fragrance,Sexy Blossom,ITEM 1854751,$82.00 ,696 loves,1.7 oz/ 50 mL Eau de Parfum Spray,4 reviews,3.3
"michael-kors
",Fragrance,White Luminous Gold,ITEM 1735026,$82.00 ,372 loves,only a few left - 1.7 oz Eau de Parfum Spray,6 reviews,2.5
"michael-kors
",Fragrance,Extreme Blue,ITEM 1733740,$50.00 ,511 loves,1.4 oz/ 41 mL Eau de Toilette Spray,7 reviews,5
"michael-kors
",Fragrance,Extreme Blue Hair And Body Wash,SIZE 5 oz/ 150 mL•ITEM 1739341,$32.00 ,229 loves,FORMULATION:,e,f
"michael-kors
",Fragrance,Michael Kors Body Crème,SIZE 5.9 oz/ 174 mL•ITEM 1706043,$60.00 ,372 loves,FORMULATION:,1 review,5
"michael-kors
",Fragrance,Michael Kors For Men,ITEM 1710425,$80.00 ,220 loves,4 oz/ 120 mL Eau De Toilette Spray,2 reviews,5
"michael-kors
",Bath & Body,Extreme Blue After Shave Balm,SIZE 5 oz/ 150 mL•ITEM 1739358,$45.00 ,173 loves,NA,e,f
"michael-kors
",Bath & Body,Extreme Blue Hair And Body Wash,SIZE 5 oz/ 150 mL•ITEM 1739341,$32.00 ,229 loves,FORMULATION:,e,f
"michael-kors
",Bath & Body,Michael Kors Body Crème,SIZE 5.9 oz/ 174 mL•ITEM 1706043,$60.00 ,372 loves,FORMULATION:,1 review,5
"origins
",Skincare,GinZing™ Refreshing Eye Cream to Brighten and Depuff,SIZE 0.5 oz/ 15 mL•ITEM 1375625,$31.00 ,70K loves,NA,3614 reviews,4.1
"origins
",Skincare,Dr. Andrew Weil For Origins™ Mega-Mushroom Relief & Resilience Soothing Treatment Lotion,ITEM 2056067,$34.00 ,7882 loves,SIZE: 6.7 oz/ 200 mL,442 reviews,4.5
"origins
",Skincare,GinZing™ Energy-Boosting Gel Moisturizer,ITEM 1521327,$28.50 ,40K loves,SIZE: 1.7 oz/ 50 mL,2670 reviews,4.4
"origins
",Skincare,Checks and Balances™ Frothy Face Wash,ITEM 1375682,$23.00 ,50K loves,SIZE: 5 oz/ 150 mL,2073 reviews,4.3
"origins
",Skincare,Clear Improvement® Active Charcoal Mask to Clear Pores,ITEM 1375773,$27.00 ,150K loves,SIZE: 3.4 oz/ 100 mL,3924 reviews,4.3
"origins
",Skincare,Clear Skin Go-To's,ITEM 2046811,"$44.00
($76.00 value)",10K loves,NA,35 reviews,4.6
"origins
",Skincare,Dr. Andrew Weil For Origins™ Mega-Bright SPF 30 Skin Tone Correcting Oil-Free Moisturizer,SIZE 1.7 oz/ 50 mL•ITEM 1566124,$54.00 ,10K loves,NA,125 reviews,4.2
"origins
",Skincare,Dr. Andrew Weil For Origins™ Mega-Mushroom Relief & Resilience Soothing Treatment Lotion,ITEM 2073781,"$51.00
($68.00 value)",0 loves,NONE: 13.5 oz/ 400 mL,4 reviews,4.8
"origins
",Skincare,Original Skin™ Matte Moisturizer with Willowherb,SIZE 1.7 oz/ 50 mL•ITEM 1960970,$34.00 ,10K loves,NA,1572 reviews,4.5
"origins
",Skincare,High Potency Night-A-Mins™ Mineral-Enriched Renewal Cream,ITEM 1375724,$44.00 ,40K loves,SIZE: 1.7 oz/ 50 mL,1148 reviews,4.3
"origins
",Skincare,A Perfect World™ SPF 40 Age-Defense Moisturizer with White Tea,SIZE 1.7 oz/ 50 mL•ITEM 1916261,$44.00 ,6990 loves,NA,135 reviews,3.5
"origins
",Skincare,"Clear Pores, Hydrate & Glow Set",ITEM 2076966,$24.00 ,2493 loves,NA,3 reviews,5
"origins
",Skincare,High-Potency Night-A-Mins™ Mineral-Enriched Oil-Free Renewal Cream,ITEM 1605351,$44.00 ,10K loves,NA,280 reviews,4.3
"origins
",Skincare,Original Skin™ Retexturizing Mask with Rose Clay,ITEM 1726249,$27.00 ,50K loves,SIZE: 3.4 oz/ 100 mL,1289 reviews,4.7
"origins
",Skincare,Drink Up™ Intensive Overnight Mask to Quench Skin's Thirst,ITEM 1376003,$27.00 ,50K loves,SIZE: 3.4 oz/ 100 mL,1134 reviews,4.6
"origins
",Skincare,Out of Trouble™ 10 Minute Mask to Rescue Problem Skin,ITEM 1376052,$27.00 ,40K loves,SIZE: 3.4 oz/ 100 mL,676 reviews,4.4
"origins
",Skincare,Eye Doctor™ Moisture Care For Skin Around Eyes,SIZE 0.5 oz/ 15 mL•ITEM 1375849,$39.00 ,10K loves,NA,382 reviews,4.1
"origins
",Skincare,Plantscription™ SPF 25 Power Anti-Aging Cream,SIZE 1.7 oz/ 50 mL•ITEM 1826148,$59.00 ,3096 loves,NA,20 reviews,4.7
"origins
",Skincare,Dr. Andrew Weil For Origins™ Mega-Mushroom Skin Relief Soothing Face Cream,SIZE 1.7 oz/ 50 mL•ITEM 1629674,$66.00 ,2711 loves,NA,37 reviews,4.4
"origins
",Skincare,GinZing™ Refreshing Scrub Cleanser,SIZE 5 oz/ 150 mL•ITEM 1596527,$20.50 ,10K loves,NA,1362 reviews,4.5
"origins
",Skincare,Zero Oil™ Deep Pore Cleanser,SIZE 5 oz/ 150 mL•ITEM 1375948,$23.00 ,10K loves,NA,272 reviews,4.2
"origins
",Skincare,Zero Oil™ Pore Purifying Toner,SIZE 5 oz/ 150 mL•ITEM 1375989,$23.00 ,10K loves,NA,262 reviews,4.2
"origins
",Skincare,Dr. Andrew Weil For Origins™ Mega-Mushroom Skin Relief Soothing Face Lotion,SIZE 1.7 oz/ 50 mL•ITEM 1629666,$66.00 ,1863 loves,NA,13 reviews,4.4
"origins
",Skincare,Plantscription™ SPF 25 Power Anti-Aging Oil-Free Cream,SIZE 1.7 oz/ 50 mL•ITEM 1826155,$59.00 ,2863 loves,NA,21 reviews,4.5
"origins
",Skincare,A Perfect World™ Age-Defense Treatment Lotion with White Tea,SIZE 5 oz/ 150 mL•ITEM 1375823,$25.00 ,10K loves,NA,258 reviews,4.5
"origins
",Skincare,Zero Oil™ Oil-Free Moisture Lotion,SIZE 1.7 oz/ 50 mL•ITEM 1376045,$30.00 ,10K loves,NA,287 reviews,4.1
"origins
",Skincare,Super Spot Remover™ Blemish Treatment Gel,SIZE 0.3 oz/ 10 mL•ITEM 1375690,$17.00 ,50K loves,NA,981 reviews,4
"origins
",Skincare,United State™ Balancing Tonic,SIZE 5 oz/ 150 mL•ITEM 1375864,$23.00 ,9620 loves,NA,253 reviews,4.3
"origins
",Skincare,Original Skin™ Renewal Serum with Willowherb,ITEM 1680792,$40.00 ,10K loves,SIZE: 1 oz/ 30 mL,712 reviews,4.4
"origins
",Skincare,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,SIZE 1.7 oz/ 50 mL•ITEM 1957091,$38.00 ,7402 loves,NA,128 reviews,3.8
"origins
",Skincare,Plantscription™ Anti-Aging Power Serum,ITEM 1641836,$59.00 ,3464 loves,SIZE: 1 oz/ 30 mL,42 reviews,3.9
"origins
",Skincare,Plantscription™ Anti-Aging Power Eye Cream,SIZE 0.5 oz/ 15 mL•ITEM 1675206,$47.00 ,8270 loves,NA,98 reviews,3.8
"origins
",Skincare,No Puffery™ Cooling Roll-On For Puffy Eyes,SIZE 0.5 oz/ 15 mL•ITEM 1521335,$28.00 ,8791 loves,NA,94 reviews,3.4
"origins
",Skincare,Plantscription™ Anti-Aging Eye Treatment,SIZE 0.5 oz/ 15 mL•ITEM 1375583,$46.00 ,7373 loves,NA,153 reviews,4.1
"origins
",Skincare,Origins Super Stars,ITEM 1835024,"$20.00
($34.10 value)",10K loves,NA,16 reviews,4.8
"origins
",Skincare,Dr. Andrew Weil For Origins™ Mega-Bright Dark Spot Correcting Serum,ITEM 1840875,$57.00 ,2066 loves,SIZE: 1 oz/ 30 mL,26 reviews,3.5
"origins
",Skincare,Plantscription™ Anti-Aging Cleanser,ITEM 1494756,$31.00 ,2573 loves,SIZE: 5 oz/ 150 mL,64 reviews,4.3
"origins
",Skincare,Make A Difference™ Plus + Rejuvenating Moisturizer,SIZE 1.7 oz/ 50 mL•ITEM 1450915,$44.00 ,3729 loves,NA,94 reviews,4.4
"origins
",Skincare,Starting Over™ Age-Erasing Moisturizer with Mimosa,SIZE 1.7 oz/ 50 mL•ITEM 1375708,$52.00 ,8005 loves,NA,141 reviews,4.2
"origins
",Skincare,A Perfect World™ Antioxidant Moisturizer with White Tea,SIZE 1.7 oz/ 50 mL•ITEM 1916279,$44.00 ,1518 loves,NA,10 reviews,3.9
"origins
",Skincare,Dr. Andrew Weil for Origins™ Mega-Bright Dark Circle Minimizer,SIZE 0.5 oz/ 15 mL•ITEM 1566116,$44.00 ,4467 loves,NA,126 reviews,3.2
"origins
",Skincare,Dr. Andrew Weil For Origins™ Mega-Mushroom Relief & Resilience Advanced Face Serum,SIZE 1 oz/ 30 mL•ITEM 2056075,$55.00 ,1184 loves,NA,39 reviews,4.2
"origins
",Skincare,Original Skin™ Cleansing Makeup Removing Jelly with Willowherb,SIZE 3.4 oz/100 mL•ITEM 2016483,$23.00 ,4221 loves,NA,492 reviews,4.1
"origins
",Skincare,Dr. Andrew Weil For Origins™ Mega-Bright Dark Spot Correcting Night Mask,SIZE 2.5 oz/ 75 mL•ITEM 1686278,$56.00 ,3892 loves,NA,20 reviews,3.9
"origins
",Skincare,Modern Friction™ Cleansing Oil with Radiance-Boosting White & Purple Rice,SIZE 5 oz/ 150 mL•ITEM 1916550,$29.00 ,6284 loves,NA,44 reviews,4.6
